id	filename	md5	size	state
54502f23-8591-407e-b5a9-efea39298ef3	TCGA-ESCA.7322b2ca-b15c-4521-a9d9-e16987e722dc.star_fusion.rna_fusion.tsv	adf7fe0defa98f31d5e1fcaf97477f74	8545	released
1db982f7-03a9-41b4-8596-3cb1a2215fa0	b9d0b10e-59d7-4e06-a3e4-c29ed9d681d6.rna_seq.star_splice_junctions.tsv.gz	14564bf817a264fa164faab045c3065d	3479818	released
c0e81f4d-955e-46e5-9f88-8bd16c1a625a	625933e1-f9c9-43d9-8335-9de0c7ecb367.rna_seq.transcriptome.gdc_realn.bam	6c39f990dc8048c3c8dc4dbb3133c8b9	23792806736	released
9d4624c0-b215-4c7e-80b0-d3a92c3acaa8	63d3b1fb-1629-4e47-b524-91e2a37e9025.rna_seq.transcriptome.gdc_realn.bam	79f10ec11c339e361f649dc52e5e839a	22301182893	released
c9958597-eda9-46d4-a40b-fc164d0fa7f9	TCGA-ESCA.c44bf055-a90f-404a-ad51-7b53d6acb177.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	released
dca2de9a-e53b-48b6-a006-330eaa761e8b	TCGA-ESCA.7c3e5bba-86ab-45dd-bb7f-6705faf3e7b0.star_fusion.rna_fusion.bedpe	551170150f7966881b49cf66d234ec3a	1432	released
e35a9afa-08f6-4408-bcfd-ec6eb4aa1389	TCGA-ESCA.450b5079-8038-48ca-abeb-ef26b80a98c9.arriba.rna_fusion.bedpe	3de08c281a8a4b4f73e1241ab96a0259	5626	released
7d13458d-2f61-4c82-b074-d27369e9a0bc	625933e1-f9c9-43d9-8335-9de0c7ecb367.rna_seq.star_splice_junctions.tsv.gz	56845d52fdff5108ed1ec65e6552f267	3883154	released
97814116-5163-4641-8eb4-a658a3ce190c	TCGA-ESCA.450b5079-8038-48ca-abeb-ef26b80a98c9.arriba.rna_fusion.tsv	82f35cde3d01ebb9ab15c7cb74ed5f9b	177743	released
ad0b95aa-3324-4ca1-a8c5-0f1108fa20be	TCGA-ESCA.acbe5608-cea3-4af8-b4a3-29dfe9c3e0ec.arriba.rna_fusion.tsv	44d827213390225bed1d255bc9c5e568	32894	released
8f154d70-eadb-4a4a-971b-cf6c3fc71a3d	caf40242-69a1-4e80-9f56-978262af3deb.rna_seq.augmented_star_gene_counts.tsv	40a3c254f3aa3f7b879595d4f0ae8810	4240777	released
759bfd81-e944-4c6a-bb19-6a5bcfbd9e14	TCGA-ESCA.fce5a696-b29a-4645-a13d-ce742b872734.star_fusion.rna_fusion.tsv	b1afeba0fb7f76577dd6942a72137537	234	released
846262ab-4858-43fe-9cf1-0b27f1904f5a	caf40242-69a1-4e80-9f56-978262af3deb.rna_seq.transcriptome.gdc_realn.bam	58161345e41cf49fecbd61ebe9ba12be	25560746328	released
cf090b6d-e560-4fc6-ae94-8c8d48167215	0166b2df-b4a1-4498-a85c-7092a0ccb25d.rna_seq.augmented_star_gene_counts.tsv	ff5c4fe33fcf08255d15f9dbeb07abf2	4264291	released
4500548c-f372-42b5-9e65-f3491bc7e7f5	0166b2df-b4a1-4498-a85c-7092a0ccb25d.rna_seq.star_splice_junctions.tsv.gz	3f0fbc35c664276cdbb0a3f3dcefcdfe	4027393	released
71ba52e8-19d2-4493-be10-46ad6da2b4af	TCGA-ESCA.46c69efb-4989-4916-9860-5642f1ab10d2.arriba.rna_fusion.bedpe	02646e03293305b0ff5c6cc8ae25b459	3157	released
4e22711f-4910-4fa2-b481-ed69204463d6	ba94f26c-27a0-4f47-80ba-3f00ee16ec38.rna_seq.chimeric.gdc_realn.bam	08521a90a4c1e3a31613ea91d59a978f	402221680	released
50303f77-2f41-4e4f-8770-5830dda49a9d	86931155-2879-41e4-8fa2-1f24826d8768.rna_seq.chimeric.gdc_realn.bam	69e2c89e1cfc3ab6d0684f42fc9d72ca	110841495	released
05b7d412-0501-4d11-89ee-101e043309e6	TCGA-BRCA.639228ae-0dee-4322-8fa4-4ae992abdef5.arriba.rna_fusion.tsv	91ab82bc42601046411f5e6557ca5cfb	16483	released
a1cf7b26-5c1b-4798-96c4-7264f61b64c6	TCGA-BRCA.7385bfbc-3dd6-4df2-acfd-70047226b09c.arriba.rna_fusion.bedpe	e9bd89f3ceec31a4076373ce88a6ee4d	1195	released
6f4f511d-119e-4f43-afce-9c2c927903a3	171e095d-2236-43c8-9670-23608e6cc8ab.rna_seq.star_splice_junctions.tsv.gz	4a761463d3469edde4d9b59e948644a8	2585269	released
a2b7d231-debb-4208-9666-328b2469e72b	TCGA-BRCA.ca5336f0-3ff4-4e8f-9e7e-e4c3f92e26dc.star_fusion.rna_fusion.tsv	b1afeba0fb7f76577dd6942a72137537	234	released
f59f1532-4438-4daa-9333-a40574e050b7	TCGA-BRCA.10e96af8-ed0f-459e-9133-f07d44b9fd1d.arriba.rna_fusion.bedpe	1e398186dad66fd911aaf5485b923bb3	532	released
6d0cd11a-5be0-4ef8-a2d5-c3d67637c57b	8bfd50fb-d6d8-44cd-a492-1e0a983e40b6.rna_seq.genomic.gdc_realn.bam	87cfebac339ccc6d718514598c877a3e	6975613688	released
a1b785b3-9527-4b9c-842e-395c6e2c17f8	TCGA-BRCA.b345af08-289d-41cc-8777-0ae8f4d962c8.star_fusion.rna_fusion.tsv	b1afeba0fb7f76577dd6942a72137537	234	released
107d84c1-ed15-49a8-8d3f-f4d953b949b0	TCGA-BRCA.956fa6fc-27e7-491c-91fa-e0c6d32a9796.star_fusion.rna_fusion.tsv	c8c2c64c272d75a5ead96b7301e42620	687	released
8ce6c1c3-0593-4553-bea8-11813d315c62	653ddf67-d2ac-4fc7-8e95-b4a078e27806.rna_seq.star_splice_junctions.tsv.gz	f1fd236052459409c0da926522fdbb65	2362897	released
45bd85d0-3495-493e-8b1a-9854ae90edf8	653ddf67-d2ac-4fc7-8e95-b4a078e27806.rna_seq.chimeric.gdc_realn.bam	ac9ca2be45cb037e16432d06305fe464	47477888	released
cbb280a0-fd3f-41b3-b93f-8514bd77851c	767425eb-9fa2-45bc-a3ad-ca8dbafd373f.rna_seq.genomic.gdc_realn.bam	86fc9479894e7bda7175efeb6cd8bbcc	9238804065	released
1e00d3a1-3b9e-4282-a115-692ef3aaf1df	TCGA-BRCA.d0f71b57-2eb8-4432-8760-aa90299c263a.star_fusion.rna_fusion.bedpe	ddcfc0b8aab3bc9d020bc0db3ee95564	6758	released
f1195192-4e8e-4435-bd0c-c53fb7f0f393	TCGA-BRCA.3529e1bf-c749-4adf-862d-d52c2886d34a.star_fusion.rna_fusion.bedpe	7fef267479e4d9b67fa3be074c1fd447	706	released
04b716fa-d9d7-49b6-b2fe-1f44d806f3c5	69ef0b4d-aa36-46a4-9c7f-96711a51e461.rna_seq.chimeric.gdc_realn.bam	d7bc871db745bd3eb929afe9fe9d2838	70671127	released
b22c0547-133c-4e65-8e3b-7508a73c5882	TCGA-BRCA.f0848214-0f2e-4f0a-b189-19943ad1428c.arriba.rna_fusion.bedpe	95a430e3411db5f7f3c1f1207678cd12	901	released
f48aec66-31ce-4768-a81f-e36f61ce1b18	c763a483-415e-4cb4-9cdf-4e6c31e8a9c9.rna_seq.transcriptome.gdc_realn.bam	a44fc6f0db21ef692c61beea0c8d359d	15655554520	released
43ef66ff-7c0d-4707-b0e2-6cfb54131f6e	TCGA-BRCA.e3385b70-e941-4758-ab29-28a6f0980ec6.star_fusion.rna_fusion.bedpe	291c60cfbc7d6fba74be8e8ab3e10599	3095	released
2edf9e00-06a5-49a9-971d-04f803b84916	7e11de5c-487d-4fc2-845e-efab7a39e031.rna_seq.chimeric.gdc_realn.bam	939eaf993f3d2d45e2e22df2d5278c7d	121418683	released
06876ed9-6098-4a15-b68b-8a5266f17a4f	34478743-530d-4d71-a124-90ad54ded5c1.rna_seq.chimeric.gdc_realn.bam	7c77aa6368dfe78599608b0ffb661c05	88643510	released
3dcd4aee-94be-4cf3-b6c9-b383b4af4fe6	4497500a-5721-4d7a-8ed9-1ba7b42fb6ab.rna_seq.star_splice_junctions.tsv.gz	d545133c0509ff54917578975c238b1c	2801996	released
992c2780-ee96-48ee-92dd-98d2695cb5d5	TCGA-BRCA.5acf38b1-2443-4703-bdd5-c2f428f70285.arriba.rna_fusion.tsv	a8d14ff481d0e08d5726a25cb8787d1d	7527	released
246878d6-e480-49f7-827e-a474638a94b7	1dd6852b-2456-4576-9b22-f7604277c955.rna_seq.transcriptome.gdc_realn.bam	07c5d6b1fa89b932ec51120bc3b4417d	16996066287	released
95d7605d-b14e-43bc-acb1-ccc69c8f9f23	TCGA-BRCA.23de96fb-a3cb-4ca6-869e-ea5f3f2f9b24.star_fusion.rna_fusion.tsv	8c1c615a9d1908f689d6853bac518ea1	1573	released
320e4a83-5089-46e0-996c-1980f5f124ea	TCGA-BRCA.6b71863d-8408-47c1-b651-4b0ada9f0a5d.arriba.rna_fusion.tsv	1c18defa1f037ba18609f83e033fc1ae	5264	released
c2e7311e-ddd6-48ee-902f-927b8730d470	484b85c7-1102-4d34-89b8-8ce458b55d2b.rna_seq.transcriptome.gdc_realn.bam	4f3777b651c8ed3e6e36303bbcd6c585	10172495096	released
29b08b0f-dcf8-49ef-bf66-e767e68d3f29	TCGA-BRCA.13e9fdf3-e85d-4f59-b4de-aa354171239d.arriba.rna_fusion.tsv	f9c60050c47282c3d0345bc188c1d05f	4671	released
10d8dc96-3ada-4a40-b409-51316f1a82e6	9079bad4-9d01-4eb9-999d-35ad734be2e8.rna_seq.star_splice_junctions.tsv.gz	6cf2af606ac21a9765e9a04a3ed38c56	1693993	released
f2419137-98b4-4df4-8df0-8dbf34512408	0ccf8045-c451-4d68-9441-3fe06df8fc75.rna_seq.augmented_star_gene_counts.tsv	75085263cba93ef62d5048ba17816e5c	4255521	released
87ce3415-ff4f-4a9d-9c0d-c711bcc45628	b855702a-7656-4311-a41d-4cf4ab06ab8c.rna_seq.genomic.gdc_realn.bam	ebf3c48f50612f5c83300d478f6cb897	13250834410	released
b5ea66d8-dcee-4b20-9569-ebdaf9d9a5bf	c9c9c085-8e23-454c-aa36-cf59e8dbc587.rna_seq.genomic.gdc_realn.bam	62725b42c41e8de3338cf6a695e137b6	4655997509	released
fae235cb-0c8a-41f1-aa5e-218c1a26072f	7b4b9d66-e494-48e8-949f-7cdb42e490f9.rna_seq.star_splice_junctions.tsv.gz	16e4791d7359adc71fe9b44771fbcead	2267383	released
bc4a8618-d754-4572-9304-3f4f6ac685cb	bf3ea4a0-bcd6-4e9d-acbb-3416f6ce53b7.rna_seq.star_splice_junctions.tsv.gz	9e7ec4ce9ce96037563be919ad2cbfee	2465436	released
3ce988e2-61c5-4f53-b9c8-cfc280649c1f	8d2f240f-43c3-4e0d-a6cc-79f6b174dace.rna_seq.augmented_star_gene_counts.tsv	baeed408238645d8c71ef319050fd06d	4246409	released
d85b8bdb-b29c-435b-aced-fbec04cded34	bf3ea4a0-bcd6-4e9d-acbb-3416f6ce53b7.rna_seq.transcriptome.gdc_realn.bam	2518f3326286d3a9838d5f1c6912d7e4	9872591703	released
696af4b2-d6f3-4447-a8d3-43e681379837	90388468-c622-4114-971e-ab178e487493.rna_seq.genomic.gdc_realn.bam	a24d6ce9f67fc7c7017d8153a69acd9e	7543757773	released
2aa3a845-cce2-4fe2-92f7-1fece9e619d5	3fab2674-2e00-4748-9d33-9e52631cebfd.rna_seq.augmented_star_gene_counts.tsv	a9eddeb1e5676982d8c61efd02838181	4253482	released
ddfeef70-63a8-4ad7-8bb7-ecb6f9df6138	3fab2674-2e00-4748-9d33-9e52631cebfd.rna_seq.transcriptome.gdc_realn.bam	bce77a09de68833764128d82b1d02578	20816174986	released
fcd9c8c0-8bd6-4a4e-a3fb-359f37c3acb7	8f8c9d55-303c-4099-8038-458e3e96ad4e.rna_seq.genomic.gdc_realn.bam	c6a611993c2635d7b6b747e5b5993e70	5137125520	released
1c48a3e6-9540-4d7f-8eff-107a75bc5f73	8f8c9d55-303c-4099-8038-458e3e96ad4e.rna_seq.transcriptome.gdc_realn.bam	727f2252b93db18f6beca01e3f777187	12947663464	released
04c0f5e1-00e1-477d-b4f3-883e060021d8	90388468-c622-4114-971e-ab178e487493.rna_seq.star_splice_junctions.tsv.gz	c8e081ab55f3fb8559ac052e71ba57d3	2669089	released
bab00e8a-98f4-49ad-aebe-07bab451782c	TCGA-BRCA.65c94813-6af3-41f2-979a-b12ea9bd2103.star_fusion.rna_fusion.tsv	b1afeba0fb7f76577dd6942a72137537	234	released
0464a799-4bf7-435c-9b5e-fad646a31ab7	90388468-c622-4114-971e-ab178e487493.rna_seq.transcriptome.gdc_realn.bam	7a2f429ec94540973820423267ff1d88	17491291975	released
934935ae-037b-451d-a696-0679b07bd401	90388468-c622-4114-971e-ab178e487493.rna_seq.augmented_star_gene_counts.tsv	f2cd03ac00df1dea59a90556e3a0aa59	4253559	released
3c2a42f4-3936-4a65-8f1b-af528ed9531c	TCGA-BRCA.915d0045-4e83-49ea-9e37-5f643723f0a4.arriba.rna_fusion.bedpe	b77c91973fb3fe8b66e1f76041d9c68e	796	released
10df5d5f-66ee-4e37-8e27-b2a49e3f6410	TCGA-BRCA.e0c10357-a3d5-441d-9501-1fcb1074d3d9.arriba.rna_fusion.bedpe	9a0aead62bc0be0f4623d3992e4a69d3	736	released
88c545e1-6462-46f6-a2bb-a3dc3ecbd7c0	4bd484be-2364-4a9c-841e-b60bee25af79.rna_seq.transcriptome.gdc_realn.bam	fba465e4691bf6acaf7bae0232704134	18615559471	released
24f382a8-f6b8-47f9-b68a-d4e011a87ec6	TCGA-BRCA.ea1fedd0-2079-472b-b0a8-fb84f6e29fd7.arriba.rna_fusion.tsv	cc48d3df926c75b5c87337fec0f3c9a8	1667	released
e595705e-65ba-41b6-b583-b70481ab68cd	4bd484be-2364-4a9c-841e-b60bee25af79.rna_seq.genomic.gdc_realn.bam	d18ebbb750f5366dbd791833e766768e	8629918002	released
e8e2ad3f-03fd-4c6d-b61c-d2305f5ff61c	TCGA-BRCA.ea1fedd0-2079-472b-b0a8-fb84f6e29fd7.arriba.rna_fusion.bedpe	8f986d03c29fcd414a0ca737dd6f63ec	513	released
dd9c165c-5516-440c-acb5-2449a8522bd4	TCGA-BRCA.942b0d72-5043-484f-9bc2-e1869dec8ee3.star_fusion.rna_fusion.bedpe	c5d658b8116afdddf24b84df5d90cbb0	1124	released
afe7f1e4-40f2-4017-a357-353fb2f23113	TCGA-BRCA.611a87c5-7d8c-45c4-b076-460417b56a77.star_fusion.rna_fusion.tsv	66f6c11ddaeb32daeed35e7e9a541d8a	1513	released
60bd409e-75cd-4026-91de-373b718e0a9f	1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.genomic.gdc_realn.bam	46863850a5156e5f54b668d74c475deb	5577366760	released
19e26dcf-35c1-4a34-b624-f22e313d1536	1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.transcriptome.gdc_realn.bam	9fd6b53d0c40254426128378debed2b3	12258127257	released
c180b067-4385-47e6-9f58-740c99c74314	TCGA-BRCA.1da0e73f-09ac-4436-83f1-151637566e04.star_fusion.rna_fusion.tsv	71c18eb4cb4af38edb5c067ea6c00d57	1491	released
ae0687e8-8393-41dc-8cdf-eff5d868e1c9	TCGA-BRCA.3a069d19-fd92-4aa2-a15c-39ae4087ae9b.arriba.rna_fusion.tsv	ba215282454525ea688986e41eb5b1c4	4852	released
26279ae2-83fc-450c-93c4-2813ea7ffdf9	TCGA-BRCA.2e79361e-a4dd-46cd-9e48-cc1d668c6d03.star_fusion.rna_fusion.tsv	361fcb604100eee4db5ce258fdcdbb99	6929	released
7588f88e-e596-4069-affb-1d06d3ad0891	TCGA-BRCA.6d1f2c52-45ce-4fe9-8dc8-8bfa9f1b5845.arriba.rna_fusion.bedpe	f1b7f5339edc0b94e9892ebbbd46f171	6573	released
de86fbba-e381-465b-9665-14cc6cdce187	b7ef29ba-06f6-4445-8c70-52388892388c.rna_seq.star_splice_junctions.tsv.gz	523adfa8b4c904175c4e025e799f62d5	2737270	released
c3b9e954-9acd-481d-b6d1-86db1e62d037	c0285709-159c-46dd-8bd8-50fad06513dd.rna_seq.augmented_star_gene_counts.tsv	cc3b27e01805c24b0161bf15802b7a07	4232411	released
dea03fc8-b323-4763-bf6e-5cd8dbb2734f	TCGA-BRCA.540ab73f-4750-4ff4-9c0b-e17fdd7a16af.arriba.rna_fusion.bedpe	23d91b008259c1afee4c34f7d908a7b6	527	released
be386ce9-a12f-4c16-80ba-a5d47d5b374e	13daffbb-aa53-44f9-a6ed-5fd43ed37471.rna_seq.augmented_star_gene_counts.tsv	f1186dfb90ed4942b330147c414b790f	4246188	released
98a862b1-d632-43e5-9331-cc78a5477214	TCGA-BRCA.540ab73f-4750-4ff4-9c0b-e17fdd7a16af.arriba.rna_fusion.tsv	3c152b14db78bcccfba9a88f3852645d	4588	released
cf53cdad-a323-475e-a84a-87b68d13e262	37d359b3-d8f5-44cf-8f30-57dfdbbab8c1.rna_seq.augmented_star_gene_counts.tsv	9d6830c4ca06204797f38bc01a6727bb	4252356	released
a4c48327-c90d-40ed-ac80-8e46380ff9b5	TCGA-BRCA.3c57ddc1-f8ad-4afe-b33d-f4dc09cc69f8.star_fusion.rna_fusion.tsv	97d7890b21d60f4fd8300b3aed296475	17749	released
52215353-07c5-492a-a990-7c5616930786	8ec0b023-cc75-4254-80ba-9550ccce5fd1.rna_seq.chimeric.gdc_realn.bam	80a5797b1adfb4907132a237a9139314	296071580	released
aa3e5db1-2247-41ea-a641-9edd63a84374	8ec0b023-cc75-4254-80ba-9550ccce5fd1.rna_seq.genomic.gdc_realn.bam	ce55493baf27e6f8ab9413718c6abfb0	24327772107	released
e5579cf0-15bc-4872-b685-3e1ba4c1206a	TCGA-ESCA.a4aae458-d90e-4102-ad69-ad3016707ae4.arriba.rna_fusion.bedpe	ce3db08f1c2dc8608c14c140399e840e	4974	released
d437bb60-d6df-4953-90be-afe3da7dd6ac	TCGA-ESCA.7322b2ca-b15c-4521-a9d9-e16987e722dc.star_fusion.rna_fusion.bedpe	4e8f195f2e80811d51b09d422bd66f74	1727	released
877c4b1c-2a0a-4824-87dc-c51b75166d39	8ec0b023-cc75-4254-80ba-9550ccce5fd1.rna_seq.transcriptome.gdc_realn.bam	4592ca5bca95686089eb56dd2e559785	23834264070	released
cc129d97-9e58-4a1d-8e12-d5bd07e04033	TCGA-ESCA.5d4e748d-686c-46e3-8546-d5f2dbe9bc90.star_fusion.rna_fusion.bedpe	3e055d9088b711f1d282a7670011adef	993	released
71e1ee61-db54-409d-b8cc-3a163af3450a	b9d0b10e-59d7-4e06-a3e4-c29ed9d681d6.rna_seq.genomic.gdc_realn.bam	a5485d7fcf7a9a59ad3148794ccfb42b	15966817869	released
b3cdfedb-49a0-4b20-87d0-4a145adf8b99	TCGA-ESCA.a4aae458-d90e-4102-ad69-ad3016707ae4.arriba.rna_fusion.tsv	a6a529fc0f48fe6c34ac356355211797	34109	released
39bc87b6-3759-4c2b-acef-d1b85078f53e	TCGA-ESCA.83d7a6f8-7aeb-4df9-a670-ff0fb4ebad52.arriba.rna_fusion.bedpe	fd5c85c5c6ccf4fc792963d75a502f81	3683	released
00373cba-948b-4fb5-a8ea-8aa612f4ea99	625933e1-f9c9-43d9-8335-9de0c7ecb367.rna_seq.augmented_star_gene_counts.tsv	c3c969ec4f90a1b3b7ae881ea1eb74ba	4268635	released
9189dde6-15da-45e1-adef-addd408c82c2	63d3b1fb-1629-4e47-b524-91e2a37e9025.rna_seq.augmented_star_gene_counts.tsv	f3658df1d15f1e4b9544d41f4f970dd1	4237883	released
8b06714b-a39c-4a24-897d-170af8837b57	625933e1-f9c9-43d9-8335-9de0c7ecb367.rna_seq.genomic.gdc_realn.bam	4599c1571e8802c95d0f9401b53dbf53	17769066552	released
209fd4ae-ada6-4250-8f4b-70f306abcb71	TCGA-ESCA.7c3e5bba-86ab-45dd-bb7f-6705faf3e7b0.star_fusion.rna_fusion.tsv	a2cefe0e6cd97a9f480ea8e04451c43e	54348	released
0b8faaf4-4ee2-4a08-8143-6cdd5a2a28ee	63d3b1fb-1629-4e47-b524-91e2a37e9025.rna_seq.chimeric.gdc_realn.bam	e6104e92205bf5df1ab07306c9ffe765	367018494	released
e012d56a-d289-4258-8432-0173e923744d	TCGA-ESCA.c44bf055-a90f-404a-ad51-7b53d6acb177.star_fusion.rna_fusion.tsv	b1afeba0fb7f76577dd6942a72137537	234	released
6a839855-6ac0-409a-ad71-df28d62bf0d3	63d3b1fb-1629-4e47-b524-91e2a37e9025.rna_seq.genomic.gdc_realn.bam	fc01429ce081c53a61caac81e6ed6d79	19075790297	released
8730ec2b-8824-4baa-94ce-16101dc9e1da	caf40242-69a1-4e80-9f56-978262af3deb.rna_seq.star_splice_junctions.tsv.gz	0af0dec0d9758a94731b5e2fd288bc17	3221469	released
6e69750d-dfd8-4265-9885-ed3cf8990e1c	TCGA-ESCA.0beb6cfe-c833-4ee8-98f2-0ea0e5370816.arriba.rna_fusion.tsv	11a7654b7da20e0c02e469d19da453e7	48178	released
483fac53-3e99-4749-9ad1-ee7592f3920a	caf40242-69a1-4e80-9f56-978262af3deb.rna_seq.chimeric.gdc_realn.bam	85aeee494508f587b936aaeb36a6ec97	375038659	released
e8cbf12b-2e87-4504-8286-401e26b62bb4	5acb13f5-bf70-4a8f-81d6-cd8e13565af7.rna_seq.star_splice_junctions.tsv.gz	368b3d98cd56158c4a5bfa711e9fb06c	3562341	released
aafe34a4-3e84-4d5c-b2b4-0ca6eac11603	TCGA-ESCA.0773eea7-8519-42d2-9ba4-57dedf740910.arriba.rna_fusion.tsv	bbceb83f3deed4b87294d44f19af5258	170521	released
0b77fa5d-af3b-41e3-a06d-872b9aa5e021	TCGA-ESCA.0beb6cfe-c833-4ee8-98f2-0ea0e5370816.arriba.rna_fusion.bedpe	1d0027073b11cf6b08c1377fec258da3	5312	released
9112a824-6966-4b53-ae41-23c23ddb5599	TCGA-ESCA.6a9c5720-393a-4d3b-bfbd-fe3e56924e2a.star_fusion.rna_fusion.bedpe	8edf5bcea970aa53f954f6ecebc9365e	1041	released
a23c380e-893c-4e43-96a9-67793c52c3ba	0166b2df-b4a1-4498-a85c-7092a0ccb25d.rna_seq.chimeric.gdc_realn.bam	980a8911738db045bf3bdbc0ac759d40	552912798	released
884456f3-23a3-43ab-8a13-61dd0bcaccca	TCGA-ESCA.46c69efb-4989-4916-9860-5642f1ab10d2.arriba.rna_fusion.tsv	a082d90fd47dc72eadeeda1b637824cb	157042	released
5d095b62-241b-47a3-ae23-7aed8afdf716	TCGA-ESCA.e1454545-f776-4c65-8534-e096eb0d480d.arriba.rna_fusion.tsv	2bb417e1dfd41cd92e82cfed61a0d6a0	30955	released
fad031e6-43cf-4759-bf93-e30b89fbc5ae	ba94f26c-27a0-4f47-80ba-3f00ee16ec38.rna_seq.genomic.gdc_realn.bam	b44864b5f060883db6d430b8fe53356b	22516006910	released
69a3203e-b2db-4ad4-8235-c377ac96d90b	TCGA-BRCA.7149c9d4-beb5-46c3-a09b-515132384229.star_fusion.rna_fusion.bedpe	6e5690795ff424264402ab9d2661b62b	229	released
dc2ee9a1-28d0-46c4-b26a-d451dbefb1fe	71c9a6fc-0538-4533-af51-f7c9defe7770.rna_seq.chimeric.gdc_realn.bam	fadea3165fac424a44e477b55be0ad65	95526698	released
76e50095-cc24-4fcd-bf67-cd3f1cdaaacc	71c9a6fc-0538-4533-af51-f7c9defe7770.rna_seq.genomic.gdc_realn.bam	28bea614ad8dd74036741463b9ecfbcf	5921862205	released
a7af1bb2-2eba-421b-aa92-a2b74926500b	TCGA-BRCA.810d16af-7a7f-46e9-91cc-66cefd88f718.arriba.rna_fusion.tsv	be91a8981844847e0ed692e2a4b368d1	6832	released
bbc87a47-3905-4d2c-82fe-6a45c8df9c39	TCGA-BRCA.7149c9d4-beb5-46c3-a09b-515132384229.star_fusion.rna_fusion.tsv	b1afeba0fb7f76577dd6942a72137537	234	released
2a8b1cb5-2594-4de0-b2c7-31c18acb8982	316d8a79-9084-4355-9de7-e29503bf0864.rna_seq.transcriptome.gdc_realn.bam	1f91944ce336196df7ed975f7f5a4d93	9945566072	released
015f50c6-a853-4ce5-a5ac-501df91d8936	TCGA-BRCA.6486e652-e9d7-4d11-a4e9-57533ef518fa.star_fusion.rna_fusion.tsv	28bb8cfc78b74842c37ed6c5e7cc3cee	782	released
a5caee40-9883-4689-8d92-7dd32808ab4d	b4aad532-f92b-43d9-820c-f3c98e382225.rna_seq.star_splice_junctions.tsv.gz	6a0a2018194626bb210b5cd874c225d8	2503720	released
45424baf-391e-4f37-a688-c4510fcb6b22	71c9a6fc-0538-4533-af51-f7c9defe7770.rna_seq.transcriptome.gdc_realn.bam	63f2bfac801f46303d96b6c9b3080216	13780418565	released
